Epoch: 0/1025, loss: 0, correct: 0
Epoch: 10/1025, loss: 69.01838425939795, correct: 55
Epoch: 20/1025, loss: 67.70888229086772, correct: 56
Epoch: 30/1025, loss: 66.90308893860032, correct: 57
Epoch: 40/1025, loss: 66.3684874134154, correct: 59
Epoch: 50/1025, loss: 65.82787018974112, correct: 63
Epoch: 60/1025, loss: 65.29456609934644, correct: 64
Epoch: 70/1025, loss: 64.79523213740154, correct: 69
Epoch: 80/1025, loss: 64.29190807666201, correct: 69
Epoch: 90/1025, loss: 63.77127453055369, correct: 70
Epoch: 100/1025, loss: 63.190574819649505, correct: 72
Epoch: 110/1025, loss: 62.523290754763494, correct: 74
Epoch: 120/1025, loss: 61.82588500091275, correct: 77
Epoch: 130/1025, loss: 61.09278641518785, correct: 78
Epoch: 140/1025, loss: 60.33927743410441, correct: 81
Epoch: 150/1025, loss: 59.568434342458985, correct: 82
Epoch: 160/1025, loss: 58.78431856107379, correct: 85
Epoch: 170/1025, loss: 57.96730063417399, correct: 85
Epoch: 180/1025, loss: 57.1112809025105, correct: 86
Epoch: 190/1025, loss: 56.169657229667855, correct: 86
Epoch: 200/1025, loss: 55.1490266454994, correct: 87
Epoch: 210/1025, loss: 54.14933583363554, correct: 89
Epoch: 220/1025, loss: 53.14842510860215, correct: 89
Epoch: 230/1025, loss: 52.07880983938046, correct: 89
Epoch: 240/1025, loss: 50.925107816680395, correct: 90
Epoch: 250/1025, loss: 49.74481690418866, correct: 91
Epoch: 260/1025, loss: 48.5730562993656, correct: 91
Epoch: 270/1025, loss: 47.37655590436151, correct: 91
Epoch: 280/1025, loss: 46.209062201192566, correct: 91
Epoch: 290/1025, loss: 45.012011846341984, correct: 91
Epoch: 300/1025, loss: 43.77190920740932, correct: 91
Epoch: 310/1025, loss: 42.57426829075212, correct: 91
Epoch: 320/1025, loss: 41.41096069622942, correct: 91
Epoch: 330/1025, loss: 40.28413336452107, correct: 91
Epoch: 340/1025, loss: 39.194451522503925, correct: 91
Epoch: 350/1025, loss: 38.10842840192519, correct: 91
Epoch: 360/1025, loss: 37.0210655590773, correct: 91
Epoch: 370/1025, loss: 35.94235145316068, correct: 91
Epoch: 380/1025, loss: 34.90869759023231, correct: 92
Epoch: 390/1025, loss: 33.93204543413001, correct: 92
Epoch: 400/1025, loss: 33.055931325040866, correct: 92
Epoch: 410/1025, loss: 32.253938955673284, correct: 92
Epoch: 420/1025, loss: 31.501816914691812, correct: 92
Epoch: 430/1025, loss: 30.786022552339663, correct: 92
Epoch: 440/1025, loss: 30.105652879212954, correct: 92
Epoch: 450/1025, loss: 29.457023059728364, correct: 94
Epoch: 460/1025, loss: 28.838357201660376, correct: 94
Epoch: 470/1025, loss: 28.2466390451745, correct: 94
Epoch: 480/1025, loss: 27.681240728818292, correct: 94
Epoch: 490/1025, loss: 27.140194176172184, correct: 94
Epoch: 500/1025, loss: 26.62292653759308, correct: 94
Epoch: 510/1025, loss: 26.12663209120386, correct: 94
Epoch: 520/1025, loss: 25.649609519799352, correct: 94
Epoch: 530/1025, loss: 25.18690418120725, correct: 94
Epoch: 540/1025, loss: 24.713891366634044, correct: 95
Epoch: 550/1025, loss: 24.22705292094751, correct: 95
Epoch: 560/1025, loss: 23.792030353065115, correct: 96
Epoch: 570/1025, loss: 23.38454404865906, correct: 96
Epoch: 580/1025, loss: 22.992268619609746, correct: 96
Epoch: 590/1025, loss: 22.613549207180125, correct: 96
Epoch: 600/1025, loss: 22.247656664561053, correct: 97
Epoch: 610/1025, loss: 21.895562461056866, correct: 97
Epoch: 620/1025, loss: 21.55520725166283, correct: 97
Epoch: 630/1025, loss: 21.22690997848034, correct: 97
Epoch: 640/1025, loss: 20.909144490854175, correct: 97
Epoch: 650/1025, loss: 20.601830398932666, correct: 97
Epoch: 660/1025, loss: 20.3029872785372, correct: 97
Epoch: 670/1025, loss: 20.01228761531594, correct: 97
Epoch: 680/1025, loss: 19.731299669600894, correct: 97
Epoch: 690/1025, loss: 19.457886857221844, correct: 97
Epoch: 700/1025, loss: 19.190852196686432, correct: 97
Epoch: 710/1025, loss: 18.93236682008983, correct: 97
Epoch: 720/1025, loss: 18.6794026201963, correct: 97
Epoch: 730/1025, loss: 18.43380903740155, correct: 97
Epoch: 740/1025, loss: 18.194682766321886, correct: 97
Epoch: 750/1025, loss: 17.96084100327513, correct: 97
Epoch: 760/1025, loss: 17.73331039388837, correct: 97
Epoch: 770/1025, loss: 17.510721385735675, correct: 97
Epoch: 780/1025, loss: 17.293638570733226, correct: 97
Epoch: 790/1025, loss: 17.080445299317017, correct: 97
Epoch: 800/1025, loss: 16.87191056744927, correct: 97
Epoch: 810/1025, loss: 16.668720739504014, correct: 97
Epoch: 820/1025, loss: 16.468791219218723, correct: 97
Epoch: 830/1025, loss: 16.273753972599213, correct: 97
Epoch: 840/1025, loss: 16.08150713526167, correct: 97
Epoch: 850/1025, loss: 15.893814178863181, correct: 97
Epoch: 860/1025, loss: 15.708738598177671, correct: 97
Epoch: 870/1025, loss: 15.528442020172765, correct: 97
Epoch: 880/1025, loss: 15.351179198067346, correct: 97
Epoch: 890/1025, loss: 15.177562308048541, correct: 97
Epoch: 900/1025, loss: 15.006218368719313, correct: 97
Epoch: 910/1025, loss: 14.837978866624063, correct: 97
Epoch: 920/1025, loss: 14.672586094276383, correct: 97
Epoch: 930/1025, loss: 14.512043047361384, correct: 97
Epoch: 940/1025, loss: 14.352166519236281, correct: 97
Epoch: 950/1025, loss: 14.195714023419484, correct: 97
Epoch: 960/1025, loss: 14.04282985757857, correct: 98
Epoch: 970/1025, loss: 13.891626912601911, correct: 98
Epoch: 980/1025, loss: 13.742345253409974, correct: 98
Epoch: 990/1025, loss: 13.596457410704884, correct: 98
Epoch: 1000/1025, loss: 13.453752907179835, correct: 98
Epoch: 1010/1025, loss: 13.312122109884632, correct: 98
Epoch: 1020/1025, loss: 13.17323226836537, correct: 98
Epoch: 1025/1025, loss: 13.103582695842743, correct: 98
